column  row  current_HV_Setting  new_HV_Setting  Voltage_change
36      23     1029.766         1037.503         +  7.737
36      24      990.409          970.863         - 19.546
36      25     1018.072         1012.002         -  6.070
36      26      977.762          982.636         +  4.874
36      27     1028.921         1018.453         - 10.468
36      28      996.391          993.989         -  2.402
36      29     1033.504         1035.969         +  2.465
36      30     1003.750         1001.146         -  2.604
36      31     1018.445         1008.651         -  9.794
36      32     1033.210         1021.090         - 12.120
36      33     1014.294         1019.932         +  5.638
36      34     1003.227          984.999         - 18.228
36      35     1050.000         1050.000         +  0.000
36      36     1013.905          995.496         - 18.409
36      37     1018.810          991.805         - 27.005
36      38      963.104          949.650         - 13.454
36      39     1027.089         1009.686         - 17.403
37      00     1012.660         1009.094         -  3.566
37      01     1025.830         1032.157         +  6.327
37      02     1006.599          991.050         - 15.549
37      03     1018.372         1036.889         + 18.517
37      04     1025.850         1024.733         -  1.117
37      05     1012.517         1001.841         - 10.676
37      06     1035.463         1043.920         +  8.457
37      07     1028.437         1009.085         - 19.352
37      08      997.020          983.463         - 13.557
37      09     1028.923         1028.939         +  0.016
37      10      973.351          973.336         -  0.015
37      11     1050.000         1050.000         +  0.000
37      12     1014.182          999.582         - 14.600
37      13      997.622          984.277         - 13.345
37      14     1014.660         1018.367         +  3.707
37      15     1029.362         1019.595         -  9.767
37      16     1030.710         1039.024         +  8.314
37      17     1035.376         1041.745         +  6.369
37      18     1050.000         1050.000         +  0.000
37      19      998.892          975.070         - 23.822
37      20      984.468          964.207         - 20.261
37      21     1011.947         1004.396         -  7.551
37      22     1026.454         1028.951         +  2.497
37      23     1038.270         1013.993         - 24.277
37      24     1008.907          998.527         - 10.380
37      25     1050.000         1050.000         +  0.000
37      26      975.795          956.678         - 19.117
37      27      992.373          976.198         - 16.175
37      28     1007.695          983.322         - 24.373
37      29     1018.668         1021.374         +  2.706
37      30      983.696          976.284         -  7.412
37      31     1038.758         1050.000         + 11.242
37      32      985.978          991.491         +  5.513
37      33      998.805          981.721         - 17.084
37      34     1017.742          995.186         - 22.556
37      35      975.681          971.319         -  4.362
37      36      963.802          952.036         - 11.766
37      37     1011.378          989.832         - 21.546
37      38     1032.467         1031.040         -  1.427
37      39     1044.706         1042.155         -  2.551
38      00     1020.137         1023.141         +  3.004
38      01     1006.390         1005.015         -  1.375
38      02     1016.708         1001.585         - 15.123
38      03      999.858          989.586         - 10.272
38      04     1045.690         1029.325         - 16.365
38      05     1049.010         1033.220         - 15.790
38      06     1045.922         1022.076         - 23.846
38      07     1050.000         1050.000         +  0.000
38      08      979.877          967.355         - 12.522
38      09     1042.528         1042.105         -  0.423
38      10     1026.049         1028.643         +  2.594
38      11     1021.715         1015.836         -  5.879
38      12     1043.500         1024.969         - 18.531
38      13     1011.898         1001.964         -  9.934
38      14     1020.873         1033.495         + 12.622
38      15     1028.208         1033.468         +  5.260
38      16     1005.134          992.471         - 12.663
38      17     1027.094         1040.747         + 13.653
38      18     1050.000         1035.404         - 14.596
38      19     1025.024         1008.455         - 16.569
38      20     1040.887         1020.986         - 19.901
38      21     1009.670          988.969         - 20.701
38      22     1016.668         1022.019         +  5.351
38      23     1040.035         1050.000         +  9.965
38      24     1028.424         1021.368         -  7.056
38      25     1010.916          992.776         - 18.140
38      26     1042.951         1044.279         +  1.328
38      27     1014.939         1016.440         +  1.501
38      28     1034.420         1050.000         + 15.580
38      29     1012.107          993.865         - 18.242
38      30     1032.541         1012.583         - 19.958
38      31      996.710          971.163         - 25.547
38      32     1014.111          997.623         - 16.488
38      33      956.104          939.303         - 16.801
38      34      969.644          971.786         +  2.142
38      35     1026.831         1016.033         - 10.798
38      36     1011.936          990.209         - 21.727
38      37     1045.160         1047.236         +  2.076
38      38     1033.912         1002.618         - 31.294
38      39     1050.000         1031.424         - 18.576
39      00     1024.827         1012.992         - 11.835
39      01     1033.214         1040.856         +  7.642
39      02      980.258          996.313         + 16.055
39      03     1013.150          995.536         - 17.614
39      04     1034.106         1023.747         - 10.359
39      05      984.927          973.318         - 11.609
39      06     1003.196          989.168         - 14.028
39      07     1016.360         1021.793         +  5.433
39      08     1011.773         1004.312         -  7.461
39      09      992.465          975.835         - 16.630
39      10     1032.701         1045.253         + 12.552
39      11      958.049          949.400         -  8.649
39      12     1008.968          999.554         -  9.414
39      13      963.032          953.702         -  9.330
39      14     1038.047         1019.337         - 18.710
39      15     1050.000         1050.000         +  0.000
39      16     1024.987         1030.281         +  5.294
39      17     1039.945         1049.669         +  9.724
39      18      993.339          973.904         - 19.435
39      19      989.664          991.065         +  1.401
39      20     1025.954         1022.341         -  3.613
39      21     1042.113         1023.662         - 18.451
39      22     1022.157         1029.530         +  7.373
39      23      998.422          985.247         - 13.175
39      24      985.305          972.713         - 12.592
39      25     1016.667         1008.090         -  8.577
39      26      997.966          984.038         - 13.928
39      27     1027.566         1021.638         -  5.928
39      28     1017.236         1004.989         - 12.247
39      29      967.541          946.469         - 21.072
39      30     1050.000         1032.801         - 17.199
39      31     1004.109          989.365         - 14.744
39      32     1029.818         1039.833         + 10.015
39      33      964.112          966.288         +  2.176
39      34     1050.000         1034.726         - 15.274
39      35     1030.387         1048.896         + 18.509
39      36      998.421          997.396         -  1.025
39      37     1009.576         1010.558         +  0.982
39      38     1023.099         1016.305         -  6.794
39      39     1009.000         1013.176         +  4.176
