# index    column     row     hvCap
219       34         20         1050.00 
220       34         19         1050.00 
221       34         18         1050.00 
222       34         17         1050.00 
223       34         16         1050.00 
224       34         15         1050.00 
225       34         14         1050.00 
226       34         13         1050.00 
227       34         12         1050.00 
228       34         11         1050.00 
229       34         10         1050.00 
230       34         9          1050.00 
231       34         8          1050.00 
232       34         7          1050.00 
233       34         6          1050.00 
234       34         5          1050.00 
235       34         4          1050.00 
236       34         3          1050.00 
237       34         2          1050.00 
238       34         1          1050.00 
239       34         0          1050.00 
240       33         39         1050.00 
241       33         38         1050.00 
242       33         37         1050.00 
243       33         36         1050.00 
244       33         35         1050.00 
245       33         34         1050.00 
246       33         33         1050.00 
247       33         32         1050.00 
248       33         31         1050.00 
249       33         30         1050.00 
250       33         29         1050.00 
251       33         28         1050.00 
252       33         27         1050.00 
253       33         26         1050.00 
254       33         25         1050.00 
255       33         24         1050.00 
256       33         23         1050.00 
257       33         22         1050.00 
258       33         21         1050.00 
259       33         20         1050.00 
260       33         19         1050.00 
261       33         18         1050.00 
262       33         17         1050.00 
263       33         16         1050.00 
264       33         15         1050.00 
265       33         14         1050.00 
266       33         13         1050.00 
267       33         12         1050.00 
268       33         11         1050.00 
269       33         10         1050.00 
270       33         9          1050.00 
271       33         8          1050.00 
272       33         7          1050.00 
273       33         6          1050.00 
274       33         5          1050.00 
275       33         4          1050.00 
276       33         3          1050.00 
277       33         2          1050.00 
278       33         1          1050.00 
279       33         0          1050.00 
280       32         39         1050.00 
281       32         38         1050.00 
282       32         37         1050.00 
283       32         36         1050.00 
284       32         35         1050.00 
285       32         34         1050.00 
286       32         33         1050.00 
287       32         32         1050.00 
288       32         31         1050.00 
289       32         30         1050.00 
290       32         29         1050.00 
291       32         28         1050.00 
292       32         27         1050.00 
293       32         26         1050.00 
294       32         25         1050.00 
295       32         24         1050.00 
296       32         23         1050.00 
297       32         22         1050.00 
298       32         21         1050.00 
299       32         20         1050.00 
300       32         19         1050.00 
301       32         18         1050.00 
302       32         17         1050.00 
303       32         16         1050.00 
304       32         15         1050.00 
305       32         14         1050.00 
306       32         13         1050.00 
307       32         12         1050.00 
308       32         11         1050.00 
309       32         10         1050.00 
310       32         9          1050.00 
311       32         8          1050.00 
312       32         7          1050.00 
313       32         6          1050.00 
314       32         5          1050.00 
315       32         4          1050.00 
316       32         3          1050.00 
317       32         2          1050.00 
318       32         1          1050.00 
319       32         0          1050.00 
320       31         39         1050.00 
321       31         38         1050.00 
322       31         37         1050.00 
323       31         36         1050.00 
324       31         35         1050.00 
325       31         34         1050.00 
326       31         33         1050.00 
327       31         32         1050.00 
328       31         31         1050.00 
329       31         30         1050.00 
330       31         29         1050.00 
331       31         28         1050.00 
332       31         27         1050.00 
333       31         26         1050.00 
334       31         25         1050.00 
335       31         24         1050.00 
336       31         23         1050.00 
337       31         22         1050.00 
338       31         21         1050.00 
339       31         20         1050.00 
340       31         19         1050.00 
341       31         18         1050.00 
342       31         17         1050.00 
343       31         16         1050.00 
344       31         15         1050.00 
345       31         14         1050.00 
346       31         13         1050.00 
347       31         12         1050.00 
348       31         11         1050.00 
349       31         10         1050.00 
350       31         9          1050.00 
351       31         8          1050.00 
352       31         7          1050.00 
353       31         6          1050.00 
354       31         5          1050.00 
355       31         4          1050.00 
356       31         3          1050.00 
357       31         2          1050.00 
358       31         1          1050.00 
359       31         0          1050.00 
360       30         39         1050.00 
361       30         38         1050.00 
362       30         37         1050.00 
363       30         36         1050.00 
364       30         35         1050.00 
365       30         34         1050.00 
366       30         33         1050.00 
367       30         32         1050.00 
368       30         31         1050.00 
369       30         30         1050.00 
370       30         29         1050.00 
371       30         28         1050.00 
372       30         27         1050.00 
373       30         26         1050.00 
374       30         25         1050.00 
375       30         24         1050.00 
376       30         23         1050.00 
377       30         22         1050.00 
378       30         21         1050.00 
379       30         20         1050.00 
380       30         19         1050.00 
381       30         18         1050.00 
382       30         17         1050.00 
383       30         16         1050.00 
384       30         15         1050.00 
385       30         14         1050.00 
386       30         13         1050.00 
387       30         12         1050.00 
388       30         11         1050.00 
389       30         10         1050.00 
390       30         9          1050.00 
391       30         8          1050.00 
392       30         7          1050.00 
393       30         6          1050.00 
394       30         5          1050.00 
395       30         4          1050.00 
396       30         3          1050.00 
397       30         2          1050.00 
398       30         1          1050.00 
399       30         0          1050.00 
400       29         39         1050.00 
401       29         38         1050.00 
402       29         37         1050.00 
403       29         36         1050.00 
404       29         35         1050.00 
405       29         34         1050.00 
406       29         33         1050.00 
407       29         32         1050.00 
408       29         31         1050.00 
409       29         30         1050.00 
410       29         29         1050.00 
411       29         28         1050.00 
412       29         27         1050.00 
413       29         26         1050.00 
414       29         25         1050.00 
415       29         24         1050.00 
416       29         23         1050.00 
417       29         22         1050.00 
418       29         21         1050.00 
419       29         20         1050.00 
420       29         19         1050.00 
421       29         18         1050.00 
422       29         17         1050.00 
423       29         16         1050.00 
424       29         15         1050.00 
425       29         14         1050.00 
426       29         13         1050.00 
427       29         12         1050.00 
428       29         11         1050.00 
429       29         10         1050.00 
430       29         9          1050.00 
431       29         8          1050.00 
432       29         7          1050.00 
433       29         6          1050.00 
434       29         5          1050.00 
435       29         4          1050.00 
436       29         3          1050.00 
437       29         2          1050.00 
438       29         1          1050.00 
439       29         0          1050.00 
440       28         39         1050.00 
441       28         38         1050.00 
442       28         37         1050.00 
443       28         36         1050.00 
444       28         35         1050.00 
445       28         34         1050.00 
446       28         33         1050.00 
447       28         32         1050.00 
448       28         31         1050.00 
449       28         30         1050.00 
450       28         29         1050.00 
451       28         28         1050.00 
452       28         27         1050.00 
453       28         26         1050.00 
454       28         25         1050.00 
455       28         24         1050.00 
456       28         23         1050.00 
457       28         22         1050.00 
458       28         21         1050.00 
459       28         20         1050.00 
460       28         19         1050.00 
461       28         18         1050.00 
462       28         17         1050.00 
463       28         16         1050.00 
464       28         15         1050.00 
465       28         14         1050.00 
466       28         13         1050.00 
467       28         12         1050.00 
468       28         11         1050.00 
469       28         10         1050.00 
470       28         9          1050.00 
471       28         8          1050.00 
472       28         7          1050.00 
473       28         6          1050.00 
474       28         5          1050.00 
475       28         4          1050.00 
476       28         3          1050.00 
477       28         2          1050.00 
478       28         1          1050.00 
479       28         0          1050.00 
480       27         39         1050.00 
481       27         38         1050.00 
482       27         37         1050.00 
483       27         36         1050.00 
484       27         35         1050.00 
485       27         34         1050.00 
486       27         33         1050.00 
487       27         32         1050.00 
488       27         31         1050.00 
489       27         30         1050.00 
490       27         29         1050.00 
491       27         28         1050.00 
492       27         27         1050.00 
493       27         26         1050.00 
494       27         25         1050.00 
495       27         24         1050.00 
496       27         23         1050.00 
497       27         22         1050.00 
498       27         21         1050.00 
499       27         20         1050.00 
500       27         19         1050.00 
501       27         18         1050.00 
502       27         17         1050.00 
503       27         16         1050.00 
504       27         15         1050.00 
505       27         14         1050.00 
506       27         13         1050.00 
507       27         12         1050.00 
508       27         11         1050.00 
509       27         10         1050.00 
510       27         9          1050.00 
511       27         8          1050.00 
512       27         7          1050.00 
513       27         6          1050.00 
514       27         5          1050.00 
515       27         4          1050.00 
516       27         3          1050.00 
517       27         2          1050.00 
518       27         1          1050.00 
519       27         0          1050.00 
520       26         39         1050.00 
521       26         38         1050.00 
522       26         37         1050.00 
523       26         36         1050.00 
524       26         35         1050.00 
525       26         34         1050.00 
526       26         33         1050.00 
527       26         32         1050.00 
528       26         31         1050.00 
529       26         30         1050.00 
530       26         29         1050.00 
531       26         28         1050.00 
532       26         27         1050.00 
533       26         26         1050.00 
534       26         25         1050.00 
535       26         24         1050.00 
536       26         23         1050.00 
537       26         22         1050.00 
538       26         21         1050.00 
539       26         20         1050.00 
540       26         19         1050.00 
541       26         18         1050.00 
542       26         17         1050.00 
543       26         16         1050.00 
544       26         15         1050.00 
545       26         14         1050.00 
546       26         13         1050.00 
547       26         12         1050.00 
548       26         11         1050.00 
549       26         10         1050.00 
550       26         9          1050.00 
551       26         8          1050.00 
552       26         7          1050.00 
553       26         6          1050.00 
554       26         5          1050.00 
555       26         4          1050.00 
556       26         3          1050.00 
557       26         2          1050.00 
558       26         1          1050.00 
559       26         0          1050.00 
560       25         39         1050.00 
561       25         38         1050.00 
562       25         37         1050.00 
563       25         36         1050.00 
564       25         35         1050.00 
565       25         34         1050.00 
566       25         33         1050.00 
567       25         32         1050.00 
568       25         31         1050.00 
569       25         30         1050.00 
570       25         29         1050.00 
571       25         28         1050.00 
572       25         27         1050.00 
573       25         26         1050.00 
574       25         25         1050.00 
575       25         24         1050.00 
576       25         23         1050.00 
577       25         22         1050.00 
578       25         21         1050.00 
579       25         20         1050.00 
580       25         19         1050.00 
581       25         18         1050.00 
582       25         17         1050.00 
583       25         16         1050.00 
584       25         15         1050.00 
585       25         14         1050.00 
586       25         13         1050.00 
587       25         12         1050.00 
588       25         11         1050.00 
589       25         10         1050.00 
590       25         9          1050.00 
591       25         8          1050.00 
592       25         7          1050.00 
593       25         6          1050.00 
594       25         5          1050.00 
595       25         4          1050.00 
596       25         3          1050.00 
597       25         2          1050.00 
598       25         1          1050.00 
599       25         0          1050.00 
600       24         39         1050.00 
601       24         38         1050.00 
602       24         37         1050.00 
603       24         36         1050.00 
604       24         35         1050.00 
605       24         34         1050.00 
606       24         33         1050.00 
607       24         32         1050.00 
608       24         31         1050.00 
609       24         30         1050.00 
610       24         29         1050.00 
611       24         28         1050.00 
612       24         27         1050.00 
613       24         26         1050.00 
614       24         25         1050.00 
615       24         24         1050.00 
616       24         23         1050.00 
617       24         22         1050.00 
618       24         21         1050.00 
619       24         20         1050.00 
620       24         19         1050.00 
621       24         18         1050.00 
622       24         17         1050.00 
623       24         16         1050.00 
624       24         15         1050.00 
625       24         14         1050.00 
626       24         13         1050.00 
627       24         12         1050.00 
628       24         11         1050.00 
629       24         10         1050.00 
630       24         9          1050.00 
631       24         8          1050.00 
632       24         7          1050.00 
633       24         6          1050.00 
634       24         5          1050.00 
635       24         4          1050.00 
636       24         3          1050.00 
637       24         2          1050.00 
638       24         1          1050.00 
639       24         0          1050.00 
640       23         39         1050.00 
641       23         38         1050.00 
642       23         37         1050.00 
643       23         36         1050.00 
644       23         35         1050.00 
645       23         34         1050.00 
646       23         33         1050.00 
647       23         32         1050.00 
648       23         31         1050.00 
649       23         30         1050.00 
650       23         29         1050.00 
651       23         28         1050.00 
652       23         27         1050.00 
653       23         26         1050.00 
654       23         25         1050.00 
655       23         24         1050.00 
656       23         23         1050.00 
657       23         22         1050.00 
658       23         21         1050.00 
659       23         20         1050.00 
660       23         19         1050.00 
661       23         18         1050.00 
662       23         17         1050.00 
663       23         16         1050.00 
664       23         15         1050.00 
665       23         14         1050.00 
666       23         13         1050.00 
667       23         12         1050.00 
668       23         11         1050.00 
669       23         10         1050.00 
670       23         9          1050.00 
671       23         8          1050.00 
672       23         7          1050.00 
673       23         6          1050.00 
674       23         5          1050.00 
675       23         4          1050.00 
676       23         3          1050.00 
677       23         2          1050.00 
678       23         1          1050.00 
679       23         0          1050.00 
680       22         39         1050.00 
681       22         38         1050.00 
682       22         37         1050.00 
683       22         36         1050.00 
684       22         35         1050.00 
685       22         34         1050.00 
686       22         33         1050.00 
687       22         32         1050.00 
688       22         31         1050.00 
689       22         30         1050.00 
690       22         29         1050.00 
691       22         28         1050.00 
692       22         27         1050.00 
693       22         26         1050.00 
694       22         25         1050.00 
695       22         24         1050.00 
696       22         23         1050.00 
697       22         22         1050.00 
698       22         21         1050.00 
699       22         20         1050.00 
700       22         19         1050.00 
701       22         18         1050.00 
702       22         17         1050.00 
703       22         16         1050.00 
704       22         15         1050.00 
705       22         14         1050.00 
706       22         13         1050.00 
707       22         12         1050.00 
708       22         11         1050.00 
709       22         10         1050.00 
710       22         9          1050.00 
711       22         8          1050.00 
712       22         7          1050.00 
713       22         6          1050.00 
714       22         5          1050.00 
715       22         4          1050.00 
716       22         3          1050.00 
717       22         2          1050.00 
718       22         1          1050.00 
719       22         0          1050.00 
720       21         39         1050.00 
721       21         38         1050.00 
722       21         37         1050.00 
723       21         36         1050.00 
724       21         35         1050.00 
725       21         34         1050.00 
726       21         33         1050.00 
727       21         32         1050.00 
728       21         31         1050.00 
729       21         30         1050.00 
730       21         29         1050.00 
731       21         28         1050.00 
732       21         27         1050.00 
733       21         26         1050.00 
734       21         25         1050.00 
735       21         24         1050.00 
736       21         23         1050.00 
737       21         22         1050.00 
738       21         21         1050.00 
739       21         20         1050.00 
740       21         19         1050.00 
741       21         18         1050.00 
742       21         17         1050.00 
743       21         16         1050.00 
744       21         15         1050.00 
745       21         14         1050.00 
746       21         13         1050.00 
747       21         12         1050.00 
748       21         11         1050.00 
749       21         10         1050.00 
750       21         9          1050.00 
751       21         8          1050.00 
752       21         7          1050.00 
753       21         6          1050.00 
754       21         5          1050.00 
755       21         4          1050.00 
756       21         3          1050.00 
757       21         2          1050.00 
758       21         1          1050.00 
759       21         0          1050.00 
760       20         39         1050.00 
761       20         38         1050.00 
762       20         37         1050.00 
763       20         36         1050.00 
764       20         35         1050.00 
765       20         34         1050.00 
766       20         33         1050.00 
767       20         32         1050.00 
768       20         31         1050.00 
769       20         30         1050.00 
770       20         29         1050.00 
771       20         28         1050.00 
772       20         27         1050.00 
773       20         26         1050.00 
774       20         25         1050.00 
775       20         24         1050.00 
776       20         23         1050.00 
777       20         22         1050.00 
778       20         21         1050.00 
779       20         20         1050.00 
780       20         19         1050.00 
781       20         18         1050.00 
782       20         17         1050.00 
783       20         16         1050.00 
784       20         15         1050.00 
785       20         14         1050.00 
786       20         13         1050.00 
787       20         12         1050.00 
788       20         11         1050.00 
789       20         10         1050.00 
790       20         9          1050.00 
791       20         8          1050.00 
792       20         7          1050.00 
793       20         6          1050.00 
794       20         5          1050.00 
795       20         4          1050.00 
796       20         3          1050.00 
797       20         2          1050.00 
798       20         1          1050.00 
799       20         0          1050.00 
800       19         39         1050.00 
801       19         38         1050.00 
802       19         37         1050.00 
803       19         36         1050.00 
804       19         35         1050.00 
805       19         34         1050.00 
806       19         33         1050.00 
807       19         32         1050.00 
808       19         31         1050.00 
809       19         30         1050.00 
810       19         29         1050.00 
811       19         28         1050.00 
812       19         27         1050.00 
813       19         26         1050.00 
814       19         25         1050.00 
815       19         24         1050.00 
816       19         23         1050.00 
817       19         22         1050.00 
818       19         21         1050.00 
819       19         20         1050.00 
820       19         19         1050.00 
821       19         18         1050.00 
822       19         17         1050.00 
823       19         16         1050.00 
824       19         15         1050.00 
825       19         14         1050.00 
826       19         13         1050.00 
827       19         12         1050.00 
828       19         11         1050.00 
829       19         10         1050.00 
830       19         9          1050.00 
831       19         8          1050.00 
832       19         7          1050.00 
833       19         6          1050.00 
834       19         5          1050.00 
835       19         4          1050.00 
836       19         3          1050.00 
837       19         2          1050.00 
838       19         1          1050.00 
839       19         0          1050.00 
840       18         39         1050.00 
841       18         38         1050.00 
842       18         37         1050.00 
843       18         36         1050.00 
844       18         35         1050.00 
845       18         34         1050.00 
846       18         33         1050.00 
847       18         32         1050.00 
848       18         31         1050.00 
849       18         30         1050.00 
850       18         29         1050.00 
851       18         28         1050.00 
852       18         27         1050.00 
853       18         26         1050.00 
854       18         25         1050.00 
855       18         24         1050.00 
856       18         23         1050.00 
857       18         22         1050.00 
858       18         21         1050.00 
859       18         20         1050.00 
860       18         19         1050.00 
861       18         18         1050.00 
862       18         17         1050.00 
863       18         16         1050.00 
864       18         15         1050.00 
865       18         14         1050.00 
866       18         13         1050.00 
867       18         12         1050.00 
868       18         11         1050.00 
869       18         10         1050.00 
870       18         9          1050.00 
871       18         8          1050.00 
872       18         7          1050.00 
873       18         6          1050.00 
874       18         5          1050.00 
875       18         4          1050.00 
876       18         3          1050.00 
877       18         2          1050.00 
878       18         1          1050.00 
879       18         0          1050.00 
880       17         39         1050.00 
881       17         38         1050.00 
882       17         37         1050.00 
883       17         36         1050.00 
884       17         35         1050.00 
885       17         34         1050.00 
886       17         33         1050.00 
887       17         32         1050.00 
888       17         31         1050.00 
889       17         30         1050.00 
890       17         29         1050.00 
891       17         28         1050.00 
892       17         27         1050.00 
893       17         26         1050.00 
894       17         25         1050.00 
895       17         24         1050.00 
896       17         23         1050.00 
897       17         22         1050.00 
898       17         21         1050.00 
899       17         20         1050.00 
900       17         19         1050.00 
901       17         18         1050.00 
902       17         17         1050.00 
903       17         16         1050.00 
904       17         15         1050.00 
905       17         14         1050.00 
906       17         13         1050.00 
907       17         12         1050.00 
908       17         11         1050.00 
909       17         10         1050.00 
910       17         9          1050.00 
911       17         8          1050.00 
912       17         7          1050.00 
913       17         6          1050.00 
914       17         5          1050.00 
915       17         4          1050.00 
916       17         3          1050.00 
917       17         2          1050.00 
918       17         1          1050.00 
919       17         0          1050.00 
920       16         39         1050.00 
921       16         38         1050.00 
922       16         37         1050.00 
923       16         36         1050.00 
924       16         35         1050.00 
925       16         34         1050.00 
926       16         33         1050.00 
927       16         32         1050.00 
928       16         31         1050.00 
929       16         30         1050.00 
930       16         29         1050.00 
931       16         28         1050.00 
932       16         27         1050.00 
933       16         26         1050.00 
934       16         25         1050.00 
935       16         24         1050.00 
936       16         23         1050.00 
937       16         22         1050.00 
938       16         21         1050.00 
939       16         20         1050.00 
940       16         19         1050.00 
941       16         18         1050.00 
942       16         17         1050.00 
943       16         16         1050.00 
944       16         15         1050.00 
945       16         14         1050.00 
946       16         13         1050.00 
947       16         12         1050.00 
948       16         11         1050.00 
949       16         10         1050.00 
950       16         9          1050.00 
951       16         8          1050.00 
952       16         7          1050.00 
953       16         6          1050.00 
954       16         5          1050.00 
955       16         4          1050.00 
956       16         3          1050.00 
957       16         2          1050.00 
958       16         1          1050.00 
959       16         0          1050.00 
960       15         39         1050.00 
961       15         38         1050.00 
962       15         37         1050.00 
963       15         36         1050.00 
964       15         35         1050.00 
965       15         34         1050.00 
966       15         33         1050.00 
967       15         32         1050.00 
968       15         31         1050.00 
969       15         30         1050.00 
970       15         29         1050.00 
971       15         28         1050.00 
972       15         27         1050.00 
973       15         26         1050.00 
974       15         25         1050.00 
975       15         24         1050.00 
976       15         23         1050.00 
977       15         22         1050.00 
978       15         21         1050.00 
979       15         20         1050.00 
980       15         19         1050.00 
981       15         18         1050.00 
982       15         17         1050.00 
983       15         16         1050.00 
984       15         15         1050.00 
985       15         14         1050.00 
986       15         13         1050.00 
987       15         12         1050.00 
988       15         11         1050.00 
989       15         10         1050.00 
990       15         9          1050.00 
991       15         8          1050.00 
992       15         7          1050.00 
993       15         6          1050.00 
994       15         5          1050.00 
995       15         4          1050.00 
996       15         3          1050.00 
997       15         2          1050.00 
998       15         1          1050.00 
999       15         0          1050.00 
1000      14         39         1050.00 
1001      14         38         1050.00 
1002      14         37         1050.00 
1003      14         36         1050.00 
1004      14         35         1050.00 
1005      14         34         1050.00 
1006      14         33         1050.00 
1007      14         32         1050.00 
1008      14         31         1050.00 
1009      14         30         1050.00 
1010      14         29         1050.00 
1011      14         28         1050.00 
1012      14         27         1050.00 
1013      14         26         1050.00 
1014      14         25         1050.00 
1015      14         24         1050.00 
1016      14         23         1050.00 
1017      14         22         1050.00 
1018      14         21         1050.00 
1019      14         20         1050.00 
1020      14         19         1050.00 
1021      14         18         1050.00 
1022      14         17         1050.00 
1023      14         16         1050.00 
1024      14         15         1050.00 
1025      14         14         1050.00 
1026      14         13         1050.00 
1027      14         12         1050.00 
1028      14         11         1050.00 
1029      14         10         1050.00 
1030      14         9          1050.00 
1031      14         8          1050.00 
1032      14         7          1050.00 
1033      14         6          1050.00 
1034      14         5          1050.00 
1035      14         4          1050.00 
1036      14         3          1050.00 
1037      14         2          1050.00 
1038      14         1          1050.00 
1039      14         0          1050.00 
1040      13         39         1050.00 
1041      13         38         1050.00 
1042      13         37         1050.00 
1043      13         36         1050.00 
1044      13         35         1050.00 
1045      13         34         1050.00 
1046      13         33         1050.00 
1047      13         32         1050.00 
1048      13         31         1050.00 
1049      13         30         1050.00 
1050      13         29         1050.00 
1051      13         28         1050.00 
1052      13         27         1050.00 
1053      13         26         1050.00 
1054      13         25         1050.00 
1055      13         24         1050.00 
1056      13         23         1050.00 
1057      13         22         1050.00 
1058      13         21         1050.00 
1059      13         20         1050.00 
1060      13         19         1050.00 
1061      13         18         1050.00 
1062      13         17         1050.00 
1063      13         16         1050.00 
1064      13         15         1050.00 
1065      13         14         1050.00 
1066      13         13         1050.00 
1067      13         12         1050.00 
1068      13         11         1050.00 
1069      13         10         1050.00 
1070      13         9          1050.00 
1071      13         8          1050.00 
1072      13         7          1050.00 
1073      13         6          1050.00 
1074      13         5          1050.00 
1075      13         4          1050.00 
1076      13         3          1050.00 
1077      13         2          1050.00 
1078      13         1          1050.00 
1079      13         0          1050.00 
1080      12         39         1050.00 
1081      12         38         1050.00 
1082      12         37         1050.00 
1083      12         36         1050.00 
1084      12         35         1050.00 
1085      12         34         1050.00 
1086      12         33         1050.00 
1087      12         32         1050.00 
1088      12         31         1050.00 
1089      12         30         1050.00 
1090      12         29         1050.00 
1091      12         28         1050.00 
1092      12         27         1050.00 
1093      12         26         1050.00 
1094      12         25         1050.00 
1095      12         24         1050.00 
1096      12         23         1050.00 
1097      12         22         1050.00 
1098      12         21         1050.00 
1099      12         20         1050.00 
1100      12         19         1050.00 
1101      12         18         1050.00 
1102      12         17         1050.00 
1103      12         16         1050.00 
1104      12         15         1050.00 
1105      12         14         1050.00 
1106      12         13         1050.00 
1107      12         12         1050.00 
1108      12         11         1050.00 
1109      12         10         1050.00 
1110      12         9          1050.00 
1111      12         8          1050.00 
1112      12         7          1050.00 
1113      12         6          1050.00 
1114      12         5          1050.00 
1115      12         4          1050.00 
1116      12         3          1050.00 
1117      12         2          1050.00 
1118      12         1          1050.00 
1119      12         0          1050.00 
1120      11         39         1050.00 
1121      11         38         1050.00 
1122      11         37         1050.00 
1123      11         36         1050.00 
1124      11         35         1050.00 
1125      11         34         1050.00 
1126      11         33         1050.00 
1127      11         32         1050.00 
1128      11         31         1050.00 
1129      11         30         1050.00 
1130      11         29         1050.00 
1131      11         28         1050.00 
1132      11         27         1050.00 
1133      11         26         1050.00 
1134      11         25         1050.00 
1135      11         24         1050.00 
1136      11         23         1050.00 
1137      11         22         1050.00 
1138      11         21         1050.00 
1139      11         20         1050.00 
1140      11         19         1050.00 
1141      11         18         1050.00 
1142      11         17         1050.00 
1143      11         16         1050.00 
1144      11         15         1050.00 
1145      11         14         1050.00 
1146      11         13         1050.00 
1147      11         12         1050.00 
1148      11         11         1050.00 
1149      11         10         1050.00 
1150      11         9          1050.00 
1151      11         8          1050.00 
