column  row  current_HV_Setting  new_HV_Setting  Voltage_change
37      12      983.687         1014.182         + 30.495
37      13      978.119          997.622         + 19.503
37      14      986.734         1014.660         + 27.926
37      15      990.684         1029.362         + 38.678
37      16      992.436         1030.710         + 38.274
37      17      994.186         1035.376         + 41.190
37      18     1033.778         1050.000         + 16.222
37      19      968.004          998.892         + 30.888
37      20      975.039          984.468         +  9.429
37      21      989.215         1011.947         + 22.732
37      22      989.470         1026.454         + 36.984
37      23      981.897         1038.270         + 56.373
37      24      981.354         1008.907         + 27.553
37      25      994.023         1050.000         + 55.977
37      26      946.273          975.795         + 29.522
37      27      965.572          992.373         + 26.801
37      28      975.400         1007.695         + 32.295
37      29      984.445         1018.668         + 34.223
37      30      958.802          983.696         + 24.894
37      31      998.927         1038.758         + 39.831
37      32      962.770          985.978         + 23.208
37      33      968.028          998.805         + 30.777
37      34      983.016         1017.742         + 34.726
37      35      945.950          975.681         + 29.731
37      36      936.600          963.802         + 27.202
37      37      980.999         1011.378         + 30.379
37      38      986.721         1032.467         + 45.746
37      39      994.454         1044.706         + 50.252
38      00      985.166         1020.137         + 34.971
38      01      975.176         1006.390         + 31.214
38      02      986.168         1016.708         + 30.540
38      03      963.282          999.858         + 36.576
38      04      995.409         1045.690         + 50.281
38      05      987.123         1049.010         + 61.887
38      06      987.109         1045.922         + 58.813
38      07     1018.680         1050.000         + 31.320
38      08      953.991          979.877         + 25.886
38      09     1001.210         1042.528         + 41.318
38      10      989.428         1026.049         + 36.621
38      11      985.577         1021.715         + 36.138
38      12      988.396         1043.500         + 55.104
38      13      977.226         1011.898         + 34.672
38      14      993.271         1020.873         + 27.602
38      15      997.116         1028.208         + 31.092
38      16      981.579         1005.134         + 23.555
38      17      989.655         1027.094         + 37.439
38      18      992.421         1050.000         + 57.579
38      19      989.968         1025.024         + 35.056
38      20      990.929         1040.887         + 49.958
38      21      977.850         1009.670         + 31.820
38      22      984.309         1016.668         + 32.359
38      23      999.984         1040.035         + 40.051
38      24      991.535         1028.424         + 36.889
38      25      981.144         1010.916         + 29.772
38      26      992.174         1042.951         + 50.777
38      27      980.422         1014.939         + 34.517
38      28      994.142         1034.420         + 40.278
38      29      980.684         1012.107         + 31.423
38      30      984.757         1032.541         + 47.784
38      31      966.925          996.710         + 29.785
38      32      984.323         1014.111         + 29.788
38      33      924.740          956.104         + 31.364
38      34      943.413          969.644         + 26.231
38      35      988.918         1026.831         + 37.913
38      36      977.939         1011.936         + 33.997
38      37      986.859         1045.160         + 58.301
38      38      980.631         1033.912         + 53.281
38      39      992.611         1050.000         + 57.389
39      00      987.304         1024.827         + 37.523
39      01      994.290         1033.214         + 38.924
39      02      972.213          980.258         +  8.045
39      03      976.744         1013.150         + 36.406
39      04      987.290         1034.106         + 46.816
39      05      957.579          984.927         + 27.348
39      06      964.134         1003.196         + 39.062
39      07      983.244         1016.360         + 33.116
39      08      982.069         1011.773         + 29.704
39      09      970.112          992.465         + 22.353
39      10      989.840         1032.701         + 42.861
39      11      928.662          958.049         + 29.387
39      12      975.263         1008.968         + 33.705
39      13      934.388          963.032         + 28.644
39      14      989.101         1038.047         + 48.946
39      15     1011.564         1050.000         + 38.436
39      16      991.217         1024.987         + 33.770
39      17      993.242         1039.945         + 46.703
39      18      970.529          993.339         + 22.810
39      19      970.912          989.664         + 18.752
39      20      988.157         1025.954         + 37.797
39      21      984.798         1042.113         + 57.315
39      22      984.350         1022.157         + 37.807
39      23      971.729          998.422         + 26.693
39      24      971.560          985.305         + 13.745
39      25      984.880         1016.667         + 31.787
39      26      970.302          997.966         + 27.664
39      27      993.256         1027.566         + 34.310
39      28      987.919         1017.236         + 29.317
39      29      934.312          967.541         + 33.229
39      30      984.825         1050.000         + 65.175
39      31      981.685         1004.109         + 22.424
39      32      994.038         1029.818         + 35.780
39      33      936.488          964.112         + 27.624
39      34      990.742         1050.000         + 59.258
39      35      992.057         1030.387         + 38.330
39      36      967.376          998.421         + 31.045
39      37      977.506         1009.576         + 32.070
39      38      990.871         1023.099         + 32.228
39      39      976.568         1009.000         + 32.432
